"entryID";"content";"category";"gender";"variantOf";"feminineOf";"phonetic1";"phonetic2";"originatingEntry";"processStatus";"typeModif";"raisonModif";"destinataireModif";"dateModif";"commentaireModif"
"6";"se abader";"verb";NULL;NULL;NULL;"a b a d e";"a b a d e";"ABADER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"96";"se abeaudir";"verb";NULL;NULL;NULL;"a b o d i R";"a b O/ d i R";"ABEAUDIR (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"343";"se absenter";"verb";NULL;NULL;NULL;"a p s a~ t e";"a p s a~ t e";"ABSENTER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"395";"se abstenir";"verb";NULL;NULL;NULL;"a p s t @ n i R";"a p s t @ n i R";"ABSTENIR (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"506";"se acalifourchonner";"verb";NULL;NULL;NULL;"a k a l i f u R S O n e";"a k a l i f u R S O/ n e";"ACALIFOURCHONNER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"510";"se acaniller";"verb";NULL;NULL;NULL;"a k a n i j e";"a k a n i j e";"ACANILLER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"534";"se acarêmer";"verb";NULL;NULL;NULL;"a k a R e m e";"a k a R E/ m e";"ACARÊMER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"563";"se accalmir";"verb";NULL;NULL;NULL;"a k a l m i R";"a k a l m i R";"ACCALMIR (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"662";"se accoiter";"verb";NULL;NULL;NULL;"a k w a t e";"a k w a t e";"ACCOITER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"754";"se accouffler";"verb";NULL;NULL;NULL;"a k u f l e";"a k u f l e";"AC(C)OUF(F)LER (S'), (ACOUFLER , ACOUFFLER , ACCOUFLER , ACCOUFFLER )verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"755";"se accoufler";"verb";NULL;NULL;NULL;"a k u f l e";"a k u f l e";"AC(C)OUF(F)LER (S'), (ACOUFLER , ACOUFFLER , ACCOUFLER , ACCOUFFLER )verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"799";"se accroupir";"verb";NULL;NULL;NULL;"a k R u p i R";"a k R u p i R";"ACCROUPIR (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"801";"se accrouptonner";"verb";NULL;NULL;NULL;"a k R u p t O n e";"a k R u p t O/ n e";"ACCROUPTONNER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"946";"se achopper";"verb";NULL;NULL;NULL;"a S O p e";"a S O/ p e";"ACHOPPER(S'), (ACHOPPER, ACHOPPERS)verbe intrans. et pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1035";"se acliquer";"verb";NULL;NULL;NULL;"a k l i k e";"a k l i k e";"ACLIQUER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1060";"se acoquiller";"verb";NULL;NULL;NULL;"a k O k i j e";"a k O/ k i j e";"ACOQUILLER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1079";"se acouffler";"verb";NULL;NULL;NULL;"a k u f l e";"a k u f l e";"AC(C)OUF(F)LER (S'), (ACOUFLER , ACOUFFLER , ACCOUFLER , ACCOUFFLER )verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1080";"se acoufler";"verb";NULL;NULL;NULL;"a k u f l e";"a k u f l e";"AC(C)OUF(F)LER (S'), (ACOUFLER , ACOUFFLER , ACCOUFLER , ACCOUFFLER )verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1173";"se acromégaliser";"verb";NULL;NULL;NULL;"a k R O m e g a l i z e";"a k R O/ m E/ g a l i z e";"ACROMÉGALISER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1267";"se actuer";"verb";NULL;NULL;NULL;"a k t y e";"a k t y e";"ACTUER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1276";"se acuminer";"verb";NULL;NULL;NULL;"a k y m i n e";"a k y m i n e";"ACUMINER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1603";"se adonner";"verb";NULL;NULL;NULL;"a d O n e";"a d O/ n e";"ADONNER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1722";"se adverbialiser";"verb";NULL;NULL;NULL;"a d v E R b j a l i z e";"a d v E R b j a l i z e";"ADVERBIALISER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1746";"se adéquater";"verb";NULL;NULL;NULL;"a d e k w a t e";"a d E/ k w a t e";"ADÉQUATER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1794";"se affairer";"verb";NULL;NULL;NULL;"a f E R e";"a f E/ R e";"AFFAIRER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1875";"se affider";"verb";NULL;NULL;NULL;"a f i d e";"a f i d e";"AFFIDER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1973";"se affonder";"verb";NULL;NULL;NULL;"a f o~ d e";"a f o~ d e";"AFFOND(R)ER (S'), (AFFONDER , AFFONDRER )verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"1974";"se affondrer";"verb";NULL;NULL;NULL;"a f o~ d R e";"a f o~ d R e";"AFFOND(R)ER (S'), (AFFONDER , AFFONDRER )verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"2422";"se agrouer";"verb";NULL;NULL;NULL;"a g R u e";"a g R u e";"AGROUER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"3245";"se allégrer";"verb";NULL;NULL;NULL;"a l e g R e";"a l E/ g R e";"ALLÉGRER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"3920";"se amusoter";"verb";NULL;NULL;NULL;"a m y z O t e";"a m y z O/ t e";"AMUSOTER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"3924";"se amuïr";"verb";NULL;NULL;NULL;"a m H i R";"a m H i R";"AMUÏR (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"4987";"se anuiter";"verb";NULL;NULL;NULL;"a n H i t e";"a n H i t e";"ANUITER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"5148";"se apiéger";"verb";NULL;NULL;NULL;"a p j e Z e";"a p j E/ Z e";"AP(P)IÉGER (S'), (APIÉGER , APPIÉGER )verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"5217";"se aponicher";"verb";NULL;NULL;NULL;"a p O n i S e";"a p O/ n i S e";"APONICHER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"5251";"se apostropher";"verb";NULL;NULL;NULL;"a p O s t R O f e";"a p O/ s t R O/ f e";"APOSTROPHER2(S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"5345";"se appiéger";"verb";NULL;NULL;NULL;"a p j e Z e";"a p j E/ Z e";"AP(P)IÉGER (S'), (APIÉGER , APPIÉGER )verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"5370";"se appoiser";"verb";NULL;NULL;NULL;"a p w a z e";"a p w a z e";"APPOISER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"6011";"se arrioler";"verb";NULL;NULL;NULL;"a R j O l e";"a R j O/ l e";"ARRIOLER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"6041";"se arroger";"verb";NULL;NULL;NULL;"a R O Z e";"a R O/ Z e";"ARROGER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"6136";"se artificier";"verb";NULL;NULL;NULL;"a R t i f i s j e";"a R t i f i s j e";"ARTIFICIER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"6158";"se artistiquer";"verb";NULL;NULL;NULL;"a R t i s t i k e";"a R t i s t i k e";"ARTISTIQUER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"7521";"se avilenir";"verb";NULL;NULL;NULL;"a v i l @ n i R";"a v i l @ n i R";"AVILENIR (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"8541";"se baroquiser";"verb";NULL;NULL;NULL;"b a R O k i z e";"b a R O/ k i z e";"BAROQUISER (SE), verbe.";"0";NULL;NULL;NULL;NULL;NULL
"9377";"se biler";"verb";NULL;NULL;NULL;"b i l e";"b i l e";"BILER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"9848";"se blottir";"verb";NULL;NULL;NULL;"b l O t i R";"b l O/ t i R";"BLOTTIR (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"10836";"se boyauter";"verb";NULL;NULL;NULL;"b w a j o t e";"b w a j O/ t e";"BOYAUTER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"11687";"se burler";"verb";NULL;NULL;NULL;"b y R l e";"b y R l e";"BURLER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"12428";"se calaminer";"verb";NULL;NULL;NULL;"k a l a m i n e";"k a l a m i n e";"CALAMINE, subst. fém.#vedette2:Calaminer (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"12840";"se cancériser";"verb";NULL;NULL;NULL;"k a~ s e R i z e";"k a~ s E/ R i z e";"CANCÉRISER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"15346";"se chêmer";"verb";NULL;NULL;NULL;"S e m e";"S E/ m e";"CHÊMER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"16730";"se compassionner";"verb";NULL;NULL;NULL;"k o~ p a s j O n e";"k o~ p a s j O/ n e";"COMPASSION, subst. fém.#vedette2:Compassionner (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"17116";"se condouloir";"verb";NULL;NULL;NULL;"k o~ d u l w a R";"k o~ d u l w a R";"CONDOULOIR (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"17358";"se conjouir";"verb";NULL;NULL;NULL;"k o~ Z u i R";"k o~ Z u i R";"CONJOUIR (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"17837";"se contreficher";"verb";NULL;NULL;NULL;"k o~ t R @ f i S e";"k o~ t R @ f i S e";"CONTREFICHE (SE), CONTREFICHER (SE), CONTREFOUTRE (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"17839";"se contrefoutre";"verb";NULL;NULL;NULL;"k o~ t R @ f u t R @";"k o~ t R @ f u t R @";"CONTREFICHE (SE), CONTREFICHER (SE), CONTREFOUTRE (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"18493";"se costumer";"verb";NULL;NULL;NULL;"k O s t y m e";"k O/ s t y m e";"COSTUMER (SE), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"18524";"se cotoniser";"verb";NULL;NULL;NULL;"k O t O n i z e";"k O/ t O/ n i z e";"COTON, subst. masc.#vedette2:Cotoniser (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"19016";"se crespeler";"verb";NULL;NULL;NULL;"k R E p @ l e";"k R E p @ l e";"CRÊPELER (SE), CRESPELER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"19373";"se créoliser";"verb";NULL;NULL;NULL;"k R e O l i z e";"k R E/ O/ l i z e";"CRÉOLE, adj. et subst.#vedette2:Créoliser (se), verbe pronom. vieilli.";"0";NULL;NULL;NULL;NULL;NULL
"19421";"se crêpeler";"verb";NULL;NULL;NULL;"k R E p @ l e";"k R E/ p @ l e";"CRÊPELER (SE), CRESPELER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"21525";"se douloir";"verb";NULL;NULL;NULL;"d u l w a R";"d u l w a R";"DOULOIR (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"21900";"se déballonner";"verb";NULL;NULL;NULL;"d e b a l O n e";"d E/ b a l O/ n e";"DÉBALLONNER (SE), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"22554";"se décuveler";"verb";NULL;NULL;NULL;"d e k y v @ l e";"d E/ k y v @ l e";"DÉCUVELER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"22583";"se dédifférencier";"verb";NULL;NULL;NULL;"d e d i f e R a~ s j e";"d E/ d i f E/ R a~ s j e";"DÉDIFFÉRENCIER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"22796";"se dégingander";"verb";NULL;NULL;NULL;"d e Z e~ g a~ d e";"d E/ Z e~ g a~ d e";"DÉGINGANDER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"22884";"se dégrouiller";"verb";NULL;NULL;NULL;"d e g R u j e";"d E/ g R u j e";"DÉGROUILLER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"23004";"se délicoter";"verb";NULL;NULL;NULL;"d e l i k O t e";"d E/ l i k O/ t e";"DÉLICOTER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"23370";"se dépatouiller";"verb";NULL;NULL;NULL;"d e p a t u j e";"d E/ p a t u j e";"DÉPATOUILLER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"23371";"se dépatrier";"verb";NULL;NULL;NULL;"d e p a t R i j e";"d E/ p a t R i j e";"DÉPATRIER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"23372";"se dépatter";"verb";NULL;NULL;NULL;"d e p a t e";"d E/ p a t e";"DÉPATTER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"23415";"se dépigmenter";"verb";NULL;NULL;NULL;"d e p i g m a~ t e";"d E/ p i g m a~ t e";"DÉPIGMENTER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"23793";"se désengluer";"verb";NULL;NULL;NULL;"d e z a~ g l y e";"d E/ z a~ g l y e";"DÉSENGLUER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"23891";"se désister";"verb";NULL;NULL;NULL;"d e z i s t e";"d E/ z i s t e";"DÉSISTER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"24105";"se dévergonder";"verb";NULL;NULL;NULL;"d e v E R g o~ d e";"d E/ v E R g o~ d e";"DÉVERGONDER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"24318";"se effleurir";"verb";NULL;NULL;NULL;"e f l 2 R i R";"E/ f l 6 R i R";"EFFLEURIR (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"24320";"se efflorer";"verb";NULL;NULL;NULL;"e f l O R e";"E/ f l O/ R e";"EFFLORER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"24334";"se efforcer";"verb";NULL;NULL;NULL;"e f O R s e";"E/ f O R s e";"EFFORCER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"24632";"se emparer";"verb";NULL;NULL;NULL;"a~ p a R e";"a~ p a R e";"EMPARER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"24734";"se empresser";"verb";NULL;NULL;NULL;"a~ p R e s e";"a~ p R E/ s e";"EMPRESSER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"24768";"se encabaner";"verb";NULL;NULL;NULL;"a~ k a b a n e";"a~ k a b a n e";"ENCABANER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"24801";"se encasteler";"verb";NULL;NULL;NULL;"a~ k a s t @ l e";"a~ k a s t @ l e";"ENCASTELER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"24904";"se encoubler";"verb";NULL;NULL;NULL;"a~ k u b l e";"a~ k u b l e";"ENCOUBLER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"24908";"se encourir";"verb";NULL;NULL;NULL;"a~ k u R i R";"a~ k u R i R";"ENCOURIR2(S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"24926";"se encrouer";"verb";NULL;NULL;NULL;"a~ k R u e";"a~ k R u e";"ENCROUER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25001";"se endormir";"verb";NULL;NULL;NULL;"a~ d O R m i R";"a~ d O R m i R";"EN-1, EM-1 préf.#vedette3:endormir* (s'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25096";"se enfuir";"verb";NULL;NULL;NULL;"a~ f H i R";"a~ f H i R";"ENFUIR (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25240";"se ennuyer";"verb";NULL;NULL;NULL;"a~ n H i j e";"a~ n H i j e";"ENNUYER, verbe trans., S'ENNUYER, verbe pronom. subjectif.";"0";NULL;NULL;NULL;NULL;NULL
"25263";"se enraidir";"verb";NULL;NULL;NULL;"a~ R E d i R";"a~ R E/ d i R";"ENRAIDIR (S')verbe trans.";"0";NULL;NULL;NULL;NULL;NULL
"25320";"se ensauver";"verb";NULL;NULL;NULL;"a~ s o v e";"a~ s O/ v e";"ENSAUVER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25361";"se ensuivre";"verb";NULL;NULL;NULL;"a~ s H i v R @";"a~ s H i v R @";"ENSUIVRE (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25363";"se entabler";"verb";NULL;NULL;NULL;"a~ t a b l e";"a~ t a b l e";"ENTABLER2(S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25396";"se enticher";"verb";NULL;NULL;NULL;"a~ t i S e";"a~ t i S e";"ENTICHER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25430";"se entraider";"verb";NULL;NULL;NULL;"a~ t R E d e";"a~ t R E/ d e";"ENTRAIDER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25485";"se entremanger";"verb";NULL;NULL;NULL;"a~ t R @ m a~ Z e";"a~ t R @ m a~ Z e";"ENTREMANGER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25490";"se entremettre";"verb";NULL;NULL;NULL;"a~ t R @ m E t R @";"a~ t R @ m E t R @";"ENTREMETTRE (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25505";"se entrepénétrer";"verb";NULL;NULL;NULL;"a~ t R @ p e n e t R e";"a~ t R @ p E/ n E/ t R e";"ENTREPÉNÉTRER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25511";"se entretailler";"verb";NULL;NULL;NULL;"a~ t R @ t a j e";"a~ t R @ t a j e";"ENTRETAILLER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25591";"se envoiler";"verb";NULL;NULL;NULL;"a~ v w a l e";"a~ v w a l e";"ENVOILER2(S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25594";"se envoler";"verb";NULL;NULL;NULL;"a~ v O l e";"a~ v O/ l e";"ENVOLER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"25710";"se escarrifier";"verb";NULL;NULL;NULL;"E s k a R i f j e";"E s k a R i f j e";"ESCARRE1 subst. fém.#vedette2:Escarrifier (s'), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"25718";"se esclaffer";"verb";NULL;NULL;NULL;"E s k l a f e";"E s k l a f e";"ESCLAFFER(S'), (ESCLAFFER, ESCLAFFERS)verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"26244";"se exorbiter";"verb";NULL;NULL;NULL;"E g z O R b i t e";"E g z O R b i t e";"EXORBITER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"26481";"se extravaser";"verb";NULL;NULL;NULL;"E k s t R a v a z e";"E k s t R a v a z e";"EXTRAVASER ( S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"29318";"se gendarmer";"verb";NULL;NULL;NULL;"Z a~ d a R m e";"Z a~ d a R m e";"GENDARMER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"29749";"se goberger";"verb";NULL;NULL;NULL;"g O b E R Z e";"g O/ b E R Z e";"GOBERGER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"30493";"se grumeler";"verb";NULL;NULL;NULL;"g R y m @ l e";"g R y m @ l e";"GRUMELER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"31131";"se harder";"verb";NULL;NULL;NULL;"a R d e";"a R d e";"HARDE1 subst. fém.#vedette2:Harder (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"31175";"se harpailler";"verb";NULL;NULL;NULL;"a R p a j e";"a R p a j e";"HARPAILLER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"32081";"se hyperplasier";"verb";NULL;NULL;NULL;"i p E R p l a z j e";"i p E R p l a z j e";"HYPERPLASIER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"32616";"se illuner";"verb";NULL;NULL;NULL;"i l y n e";"i l y n e";"ILLUNER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"33031";"se impréciser";"verb";NULL;NULL;NULL;"e~ p R e s i z e";"e~ p R E/ s i z e";"IMPRÉCISER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"33853";"se infiltrer";"verb";NULL;NULL;NULL;"e~ f i l t R e";"e~ f i l t R e";"INFILTRER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"33978";"se ingénier";"verb";NULL;NULL;NULL;"e~ Z e n j e";"e~ Z E/ n j e";"INGÉNIER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"34586";"se interpénétrer";"verb";NULL;NULL;NULL;"e~ t E R p e n e t R e";"e~ t E R p E/ n E/ t R e";"INTERPÉNÉTRER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"34698";"se intriquer";"verb";NULL;NULL;NULL;"e~ t R i k e";"e~ t R i k e";"INTRIQUER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"34873";"se invétérer";"verb";NULL;NULL;NULL;"e~ v e t e R e";"e~ v E/ t E/ R e";"INVÉTÉRER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"35017";"se irruer";"verb";NULL;NULL;NULL;"i R y e";"i R y e";"IRRUER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"35224";"se ivrogner";"verb";NULL;NULL;NULL;"i v R O J e";"i v R O/ J e";"IVROGNER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"36949";"se lignifier";"verb";NULL;NULL;NULL;"l i J i f j e";"l i J i f j e";"LIGNIFIER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"36988";"se limaçonner";"verb";NULL;NULL;NULL;"l i m a s O n e";"l i m a s O/ n e";"LIMAÇON, subst. masc.#vedette2:Limaçonner (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"38144";"se magner";"verb";NULL;NULL;NULL;"m a J e";"m a J e";"MAGNER (SE), MANIER2(SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"38658";"se maniériser";"verb";NULL;NULL;NULL;"m a n j e R i z e";"m a n j E/ R i z e";"MANIÈRE, subst. fém.#vedette2:Maniériser (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"39026";"se marrer";"verb";NULL;NULL;NULL;"m a R e";"m a R e";"MARRER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"41602";"se mécompter";"verb";NULL;NULL;NULL;"m e k o~ t e";"m E/ k o~ t e";"MÉCOMPTER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"41603";"se méconduire";"verb";NULL;NULL;NULL;"m e k o~ d H i R @";"m E/ k o~ d H i R @";"MÉCONDUIRE (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"41709";"se méfier";"verb";NULL;NULL;NULL;"m e f j e";"m E/ f j e";"MÉFIER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"41865";"se méprendre";"verb";NULL;NULL;NULL;"m e p R a~ d R @";"m E/ p R a~ d R @";"MÉPRENDRE (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"44793";"se paddocker";"verb";NULL;NULL;NULL;"p a d O k e";"p a d O/ k e";"PADDOCK, subst. masc.#vedette2:Paddocker (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"44820";"se pageoter";"verb";NULL;NULL;NULL;"p a Z O t e";"p a Z O/ t e";"PAGEOT, PAJOT, subst. masc.#vedette2:Pageoter (se), pajoter (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"44887";"se pajoter";"verb";NULL;NULL;NULL;"p a Z O t e";"p a Z O/ t e";"PAGEOT, PAJOT, subst. masc.#vedette2:Pageoter (se), pajoter (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"45083";"se panader";"verb";NULL;NULL;NULL;"p a n a d e";"p a n a d e";"PANADER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"45195";"se pantalonner";"verb";NULL;NULL;NULL;"p a~ t a l O n e";"p a~ t a l O/ n e";"PANTALON, subst. masc.#vedette2:Pantalonner (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"46134";"se pavaner";"verb";NULL;NULL;NULL;"p a v a n e";"p a v a n e";"PAVANER (SE), verbe pronom., PAVANER, verbe";"0";NULL;NULL;NULL;NULL;NULL
"47279";"se piffrer";"verb";NULL;NULL;NULL;"p i f R e";"p i f R e";"PIFFRE, subst. masc.#vedette2:Piffrer (se), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"47998";"se plumer";"verb";NULL;NULL;NULL;"p l y m e";"p l y m e";"PLUME2 subst. masc.#vedette2:(Se) plumer, verbe.";"0";NULL;NULL;NULL;NULL;NULL
"48102";"se pocharder";"verb";NULL;NULL;NULL;"p O S a R d e";"p O/ S a R d e";"POCHARDER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"48146";"se poiler";"verb";NULL;NULL;NULL;"p w a l e";"p w a l e";"POILER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"48464";"se pommeler";"verb";NULL;NULL;NULL;"p O m @ l e";"p O/ m @ l e";"POMMELER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"49995";"se prélasser";"verb";NULL;NULL;NULL;"p R e l a s e";"p R E/ l a s e";"PRÉLASSER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"50687";"se pâmer";"verb";NULL;NULL;NULL;"p a m e";"p a m e";"PÂMER, verbe intrans.;PÂMER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"50933";"se périmer";"verb";NULL;NULL;NULL;"p e R i m e";"p E/ R i m e";"PÉRIMER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"51484";"se rabouler";"verb";NULL;NULL;NULL;"R a b u l e";"R a b u l e";"RABOULER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"52219";"se raviser";"verb";NULL;NULL;NULL;"R a v i z e";"R a v i z e";"RAVISER (SE), verbe pronom. réfl.";"0";NULL;NULL;NULL;NULL;NULL
"52268";"se rebeller";"verb";NULL;NULL;NULL;"R @ b e l e";"R @ b E/ l e";"REBELLER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
